"artist","song","first_app","first_year","last_app","last_year","weeks","highest_spot","lowest_spot","length_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","spotify_track_popularity"
"Taylor Swift","Shake It Off",2014-09-06,2014,2015-08-15,2015,50,1,50,219200,0.648,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.02,4,71
"Daddy Yankee","Shaky Shaky",2017-01-14,2017,2017-01-21,2017,2,88,100,234320,0.899,0.626,6,-4.228,0,0.292,0.076,0,0.0631,0.873,88.007,4,70
"Lady Gaga & Bradley Cooper","Shallow",2018-10-13,2018,2019-08-17,2019,45,1,52,215733,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,4,88
"Lady Gaga & Bradley Cooper","Shallow",2018-10-13,2018,2019-08-17,2019,45,1,52,215733,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,4,89
"Camila Cabello","Shameless",2019-09-21,2019,2019-10-05,2019,3,60,97,219742,0.377,0.651,4,-5.437,0,0.0588,0.0197,5.31e-05,0.174,0.0851,129.698,4,78
"The Weeknd","Shameless",2015-09-19,2015,2015-09-26,2015,2,79,99,253506,0.603,0.562,6,-8.311,1,0.0267,0.146,0,0.109,0.244,100.038,4,69
"Ed Sheeran","Shape Of You",2017-01-28,2017,2018-03-03,2018,58,1,31,233712,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,4,86
"Cardi B & YG","She Bad",2018-04-21,2018,2018-04-28,2018,2,57,90,230952,0.791,0.504,10,-7.864,1,0.266,0.0183,0,0.0963,0.355,159.949,4,66
"Eric Paslay","She Don't Love You",2015-03-21,2015,2015-06-06,2015,12,77,97,262053,0.36,0.333,7,-8.491,1,0.0285,0.335,1.09e-06,0.114,0.17,74.53,1,58
"Luke Combs","She Got The Best Of Me",2018-08-25,2018,2019-01-26,2019,23,31,95,183160,0.533,0.907,11,-3.793,1,0.0406,0.0292,0,0.386,0.7,150.99,4,79
"Kid Cudi","She Knows This",2020-12-26,2020,2020-12-26,2020,1,49,49,216560,0.39,0.724,6,-7.607,0,0.0889,0.162,0,0.393,0.312,165.945,4,68
"Ne-Yo Featuring Juicy J","She Knows",2014-11-29,2014,2015-04-18,2015,20,19,100,214725,0.706,0.572,8,-5.799,0,0.0326,0.0262,0,0.585,0.574,139.982,4,61
"Blake Shelton","She's Got A Way With Words",2016-07-16,2016,2016-10-01,2016,12,61,86,192026,0.616,0.697,3,-5.952,1,0.0295,0.326,2.18e-05,0.0827,0.68,148.93,4,46
"5 Seconds Of Summer","She's Kinda Hot",2015-08-08,2015,2015-10-03,2015,9,22,82,216454,0.664,0.908,4,-4.806,1,0.0317,0.00182,0,0.109,0.889,118.031,4,67
"J. Cole","She's Mine Pt. 2",2016-12-31,2016,2016-12-31,2016,1,34,34,209080,0.435,0.202,2,-15.097,1,0.0702,0.776,0.0976,0.245,0.0429,139.574,4,64
"High Valley","She's With Me",2018-03-10,2018,2018-04-28,2018,8,79,96,180301,0.599,0.931,11,-3.662,1,0.0517,0.0285,0,0.102,0.788,111.012,4,58
"Harry Styles","She",2019-12-28,2019,2019-12-28,2019,1,99,99,362653,0.535,0.521,0,-5.942,1,0.0272,0.000532,0.371,0.19,0.457,140.026,3,83
"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik","Shell Shocked",2014-08-30,2014,2015-01-10,2015,3,84,99,206566,0.596,0.815,6,-5.668,0,0.0755,0.0111,0,0.174,0.459,165.015,4,67
"Sawyer Fredericks","Shine On",2015-05-23,2015,2015-05-23,2015,1,99,99,191605,0.47,0.578,5,-4.292,1,0.0321,0.0932,4.7e-06,0.179,0.336,125.805,4,23
"DJ Khaled Featuring Beyonce & JAY Z","Shining",2017-03-04,2017,2017-07-15,2017,14,57,98,284000,0.768,0.807,2,-5.508,0,0.106,0.053,2.99e-06,0.214,0.575,112.001,4,58
"Rod Wave","Shock Da World",2021-04-10,2021,2021-04-10,2021,1,96,96,204171,0.693,0.53,1,-10.27,1,0.14,0.0213,2.18e-06,0.109,0.535,81.963,4,62
"Playboi Carti Featuring Lil Uzi Vert","Shoota",2018-05-26,2018,2018-06-16,2018,4,46,90,153800,0.674,0.649,1,-8.433,0,0.199,0.191,0,0.122,0.48,153.069,4,78
"Ella Mai","Shot Clock",2019-02-09,2019,2019-05-25,2019,16,62,92,201609,0.512,0.512,4,-6.008,0,0.285,0.654,0,0.148,0.434,95.11,1,74
"Tim McGraw","Shotgun Rider",2014-10-18,2014,2015-02-28,2015,20,38,97,235386,0.458,0.903,7,-4.589,1,0.0493,0.136,8.06e-06,0.146,0.69,167.847,4,59
"Megan Thee Stallion","Shots Fired",2020-12-05,2020,2020-12-05,2020,1,82,82,170870,0.826,0.655,2,-4.775,1,0.3,0.000761,0,0.0841,0.45,184.057,4,58
"Imagine Dragons","Shots",2015-02-14,2015,2015-03-07,2015,3,75,98,191266,0.738,0.768,11,-7.045,0,0.0348,0.381,0.145,0.1,0.603,120.013,4,60
"Lil Tecca","Shots",2019-09-14,2019,2019-09-14,2019,1,84,84,109373,0.829,0.582,7,-5.721,0,0.0415,0.525,0,0.0759,0.51,108.028,4,77
"NLE Choppa","Shotta Flow 5",2020-06-27,2020,2020-07-11,2020,3,54,100,145167,0.806,0.749,1,-5.268,1,0.328,0.0838,0,0.0621,0.77,140.032,4,65
"NLE Choppa","Shotta Flow",2019-05-04,2019,2019-09-14,2019,20,36,96,176631,0.894,0.511,2,-4.768,1,0.42,0.0251,0,0.14,0.568,120.08,4,81
"NLE Choppa","Shotta Flow",2019-05-04,2019,2019-09-14,2019,20,36,96,176631,0.894,0.511,2,-4.768,1,0.42,0.0251,0,0.14,0.568,120.08,4,83
"Moneybagg Yo","Shottas (Lala)",2021-05-08,2021,2021-05-29,2021,4,35,90,122728,0.925,0.463,6,-9.309,0,0.454,0.0681,0,0.101,0.961,133.061,4,77
"Little Mix","Shout Out To My Ex",2016-11-12,2016,2016-12-03,2016,3,69,95,246240,0.773,0.747,5,-4.061,1,0.0889,0.0239,8.23e-06,0.11,0.8,126.014,4,78
"Alicia Keys Featuring Miguel","Show Me Love",2019-11-23,2019,2019-11-23,2019,1,90,90,194997,0.531,0.491,5,-5.47,0,0.042,0.447,0,0.0703,0.521,129.38,4,68
"Kid Cudi, Skepta & Pop Smoke","Show Out",2020-12-26,2020,2020-12-26,2020,1,54,54,174960,0.619,0.589,1,-6.531,1,0.124,0.43,0.000392,0.378,0.158,143.896,4,79
"Idina Menzel & Evan Rachel Wood","Show Yourself",2019-12-07,2019,2019-12-21,2019,3,70,99,260906,0.321,0.429,6,-7.073,1,0.0302,0.724,9.1e-05,0.0606,0.174,123.421,4,83
"John Rich Featuring The Five","Shut Up About Politics",2019-06-15,2019,2019-06-15,2019,1,91,91,137173,0.664,0.848,2,-3.528,1,0.0661,0.00765,0,0.149,0.702,136.144,4,31
"WALK THE MOON","Shut Up And Dance",2014-11-22,2014,2015-11-28,2015,53,4,98,199080,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,4,82
"Ariana Grande","Shut Up",2020-11-14,2020,2020-11-14,2020,1,47,47,157710,0.499,0.462,0,-5.308,1,0.0312,0.801,0,0.0946,0.599,127.698,4,66
"twenty one pilots","Shy Away",2021-04-24,2021,2021-04-24,2021,1,87,87,175044,0.588,0.856,9,-5.242,0,0.0316,0.000818,0.0739,0.238,0.635,96.966,4,83
"Bad Bunny","Si Veo A Tu Mama",2020-03-14,2020,2020-04-11,2020,5,32,92,170971,0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928,4,80
"The Chainsmokers","Sick Boy",2018-02-03,2018,2018-02-17,2018,3,65,97,193200,0.663,0.577,11,-7.518,0,0.0531,0.109,0,0.12,0.454,89.996,4,76
"Travis Scott","Sicko Mode",2018-08-18,2018,2019-08-10,2019,52,1,50,312820,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4,88
"The Chainsmokers Featuring Emily Warren","Side Effects",2018-08-11,2018,2018-09-29,2018,6,66,88,172746,0.669,0.711,8,-6.758,1,0.033,0.00217,0,0.466,0.544,110.01,4,70
"Ariana Grande Featuring Nicki Minaj","Side To Side",2016-09-17,2016,2017-03-25,2017,28,4,50,260519,0.65,0.736,6,-5.84,0,0.229,0.0513,0,0.235,0.612,159.174,4,57
"The Weeknd Featuring Kendrick Lamar","Sidewalks",2016-12-17,2016,2017-01-07,2017,4,27,97,231360,0.542,0.721,1,-5.136,0,0.0625,0.147,0,0.348,0.623,149.831,4,72
"Harry Styles","Sign Of The Times",2017-04-29,2017,2017-07-22,2017,13,4,73,340706,0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,4,82
"Drake","Signs",2017-07-15,2017,2017-08-19,2017,6,36,100,234373,0.79,0.734,0,-4.66,1,0.0524,0.0853,0.00409,0.112,0.223,107.369,4,71
"Marshmello Featuring Khalid","Silence",2017-09-02,2017,2018-01-27,2018,22,30,59,180822,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,4,82
"Carrie Underwood","Silent Night",2020-12-19,2020,2021-01-02,2021,2,94,100,211114,0.243,0.169,7,-9.752,1,0.0356,0.927,0,0.101,0.0932,83.138,3,29
"Lil Uzi Vert","Silly Watch",2020-03-21,2020,2020-03-28,2020,2,9,52,195692,0.903,0.535,8,-6.238,1,0.286,0.0298,0,0.0851,0.157,130.117,4,66
"Sawyer Fredericks","Simple Man",2015-05-16,2015,2015-05-16,2015,1,71,71,200136,0.58,0.716,5,-6.834,1,0.0348,0.0915,0.000258,0.153,0.152,113.969,4,32
"Florida Georgia Line","Simple",2018-06-16,2018,2018-10-27,2018,20,32,60,185200,0.362,0.882,3,-3.717,1,0.0973,0.0791,0,0.15,0.864,199.811,4,76
"Drake Featuring PARTYNEXTDOOR","Since Way Back",2017-04-08,2017,2017-04-08,2017,1,70,70,368035,0.429,0.275,0,-11.156,1,0.161,0.352,6.58e-06,0.185,0.258,76.683,4,60
"Big Sean","Single Again",2019-08-10,2019,2019-08-24,2019,3,64,100,213733,0.635,0.677,10,-5.548,1,0.0909,0.161,0,0.154,0.253,94.95,4,73
"Cole Swindell","Single Saturday Night",2021-05-15,2021,2021-05-29,2021,3,77,95,187683,0.623,0.79,7,-5.07,1,0.0473,0.118,0,0.226,0.694,81.949,4,76
"Jordan Davis","Singles You Up",2018-02-17,2018,2018-06-23,2018,19,50,98,182666,0.491,0.907,7,-3.594,1,0.0481,0.0491,0,0.242,0.631,199.943,4,72
"Florida Georgia Line","Sippin' On Fire",2014-10-25,2014,2015-08-08,2015,20,40,96,193640,0.478,0.929,10,-3.192,1,0.032,0.0051,1.03e-05,0.348,0.749,142.956,4,60
"Foster The People","Sit Next To Me",2018-03-31,2018,2018-08-11,2018,20,42,87,243146,0.638,0.738,6,-4.976,0,0.0292,0.117,0.000384,0.689,0.657,97.021,4,75
"Daya","Sit Still, Look Pretty",2016-06-18,2016,2016-11-26,2016,24,28,100,202221,0.657,0.739,2,-4.081,1,0.274,0.141,0,0.178,0.543,181.994,4,71
"Luke Combs","Six Feet Apart",2020-05-16,2020,2020-05-23,2020,2,58,90,199068,0.565,0.598,6,-5.894,1,0.0276,0.335,0,0.124,0.449,155.814,4,65
"The Weeknd","Six Feet Under",2016-12-17,2016,2017-01-07,2017,4,34,94,237573,0.772,0.504,6,-8.219,0,0.0761,0.129,0,0.125,0.244,140.035,4,71
"Ariana Grande","Six Thirty",2020-11-14,2020,2020-11-14,2020,1,63,63,183874,0.739,0.516,0,-7.154,1,0.0539,0.67,0,0.151,0.434,120.109,4,65
"Thomas Rhett","Sixteen",2018-11-24,2018,2019-03-02,2019,15,42,99,178333,0.707,0.531,1,-7.014,1,0.0273,0.0147,2.11e-06,0.175,0.417,106.992,4,66
"Travis Scott","Skeletons",2018-08-18,2018,2018-08-18,2018,1,47,47,145588,0.46,0.686,0,-5.948,0,0.0367,0.00146,0,0.375,0.252,148.054,4,73
"Drake","Skepta Interlude",2017-04-08,2017,2017-04-08,2017,1,76,76,143213,0.801,0.813,7,-6.404,1,0.23,0.0117,3.79e-06,0.157,0.403,129.962,4,61
"Sabrina Carpenter","Skin",2021-02-06,2021,2021-02-20,2021,3,48,99,177500,0.557,0.457,7,-5.372,1,0.0335,0.428,0,0.0567,0.328,105.918,4,79
"Miguel Featuring Travis Scott","Sky Walker",2017-09-23,2017,2018-03-31,2018,25,29,97,259333,0.674,0.506,6,-10.532,1,0.0434,0.173,0,0.0866,0.183,145.965,4,78
"Gunna","SkyBox",2020-03-21,2020,2020-06-06,2020,2,65,79,178096,0.779,0.707,1,-6.527,1,0.16,0.0991,0,0.0934,0.343,140.894,4,61
"Playboi Carti","Slay3r",2021-01-09,2021,2021-01-09,2021,1,72,72,164590,0.885,0.661,4,-5.062,0,0.141,0.165,0,0.334,0.436,140.028,4,66
"Fifth Harmony","Sledgehammer",2014-12-13,2014,2015-03-21,2015,15,40,99,230906,0.671,0.777,2,-4.322,1,0.046,0.0057,0.0011,0.0783,0.289,99.98,4,66
"Brett Young","Sleep Without You",2016-10-01,2016,2017-01-28,2017,18,47,89,188466,0.626,0.707,5,-5.755,0,0.0425,0.0169,0,0.0769,0.653,88.543,4,64
"The Ronettes","Sleigh Ride",2018-12-22,2018,2021-01-02,2021,11,13,43,181266,0.528,0.772,2,-7.013,1,0.0288,0.403,2.52e-06,0.316,0.852,91.735,4,84
"The Ronettes","Sleigh Ride",2018-12-22,2018,2021-01-02,2021,11,13,43,181266,0.528,0.772,2,-7.013,1,0.0288,0.403,2.52e-06,0.316,0.852,91.735,4,85
"Miley Cyrus","Slide Away",2019-08-31,2019,2019-10-05,2019,6,47,95,233654,0.53,0.538,5,-6.672,1,0.0335,0.17,2.83e-06,0.248,0.288,148.051,4,82
"Calvin Harris Featuring Frank Ocean & Migos","Slide",2017-03-18,2017,2017-07-29,2017,20,25,55,230813,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,4,76
"French Montana Featuring Blueface & Lil Tjay","Slide",2019-05-04,2019,2019-05-04,2019,1,90,90,186344,0.532,0.704,5,-3.895,0,0.26,0.093,0,0.184,0.591,96.004,4,72
"Migos Featuring Gucci Mane","Slippery",2017-02-18,2017,2017-09-02,2017,21,29,99,304041,0.92,0.674,1,-5.662,0,0.264,0.307,0,0.104,0.741,141.967,4,76
"Jordan Davis","Slow Dance In A Parking Lot",2020-01-11,2020,2020-05-23,2020,19,37,99,193929,0.523,0.837,7,-4.494,1,0.0335,0.301,0,0.172,0.523,82.006,4,72
"Joji","Slow Dancing In The Dark",2019-03-30,2019,2020-01-11,2020,13,69,100,209273,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,4,86
"Joji","Slow Dancing In The Dark",2019-03-30,2019,2020-01-11,2020,13,69,100,209273,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,4,87
"Niall Horan","Slow Hands",2017-05-20,2017,2017-12-16,2017,31,11,90,188174,0.726,0.431,0,-6.666,1,0.0554,0.0139,0,0.054,0.86,85.889,4,79
"Trey Songz","Slow Motion",2015-02-07,2015,2015-08-22,2015,26,26,99,197854,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,4,74
"Britney Spears Featuring Tinashe","Slumber Party",2016-12-10,2016,2016-12-10,2016,1,86,86,213534,0.752,0.784,0,-4.941,1,0.0754,0.322,0,0.11,0.464,135.039,4,60
"Katy Perry","Small Talk",2019-08-24,2019,2019-08-24,2019,1,81,81,161962,0.846,0.631,5,-5.547,1,0.1,0.203,0,0.455,0.602,115.999,4,76
"Dustin Lynch","Small Town Boy",2017-06-24,2017,2017-11-04,2017,20,36,85,205733,0.554,0.743,9,-6.016,1,0.0287,0.0251,0,0.359,0.673,72.997,4,75
"Lil' Duval Featuring Snoop Dogg & Ball Greezy","Smile (Living My Best Life)",2018-09-08,2018,2019-01-19,2019,19,56,92,214159,0.874,0.727,8,-7.689,1,0.0777,0.09,5.83e-06,0.0759,0.427,98.97,4,61
"Carrie Underwood","Smoke Break",2015-09-12,2015,2016-01-23,2016,19,43,97,198333,0.453,0.839,11,-3.702,1,0.0511,0.0513,0,0.348,0.55,160.16,4,54
"A Thousand Horses","Smoke",2015-03-14,2015,2015-07-25,2015,20,47,94,219080,0.442,0.788,7,-5.508,1,0.0288,0.0409,8.75e-05,0.386,0.428,149.624,4,54
"Florida Georgia Line","Smooth",2017-10-21,2017,2017-12-02,2017,7,89,99,170200,0.471,0.848,6,-5.355,1,0.0538,0.214,1.84e-05,0.658,0.332,161.049,4,58
"Trippie Redd","Snake Skin",2019-08-24,2019,2019-08-24,2019,1,87,87,186944,0.669,0.557,8,-8.835,0,0.0498,0.0574,0,0.0662,0.553,144.043,4,71
"Old Dominion","Snapback",2016-02-13,2016,2016-06-25,2016,20,50,100,206506,0.687,0.793,5,-3.577,1,0.0333,0.305,3.23e-06,0.1,0.673,100.991,4,65
"Drake Featuring 21 Savage","Sneakin'",2016-11-12,2016,2017-02-11,2017,14,28,95,251333,0.804,0.56,8,-6.682,1,0.185,0.00479,0,0.164,0.272,85.023,4,67
"Rod Wave","Sneaky Links",2021-04-10,2021,2021-04-10,2021,1,98,98,178791,0.676,0.561,0,-8.947,0,0.069,0.471,0,0.0829,0.587,148.93,4,62
"J. Cole","Snow On Tha Bluff",2020-06-27,2020,2020-07-04,2020,2,54,59,235480,0.586,0.512,8,-8.819,0,0.0668,0.723,2e-04,0.119,0.235,75.857,4,70
"The Weeknd","Snowchild",2020-04-04,2020,2020-04-04,2020,1,32,32,247186,0.55,0.611,0,-7.475,1,0.137,0.162,6.88e-05,0.121,0.243,148.062,4,68
"The Kid LAROI","So Done",2020-11-07,2020,2021-02-27,2021,15,59,100,126521,0.719,0.598,9,-6.254,1,0.077,0.232,0,0.115,0.303,142.592,4,78
"Chris Young Featuring Vince Gill","Sober Saturday Night",2017-01-21,2017,2017-04-01,2017,11,47,92,194560,0.477,0.672,1,-5.234,1,0.0306,0.049,0,0.355,0.263,139.864,4,57
"Demi Lovato","Sober",2018-07-07,2018,2018-08-11,2018,3,47,58,197893,0.397,0.303,1,-10.413,1,0.11,0.798,4.16e-06,0.0824,0.17,170.22,3,78
"Lil Baby","Social Distancing",2020-05-16,2020,2020-05-16,2020,1,65,65,137826,0.849,0.64,5,-5.15,1,0.196,0.0471,0,0.321,0.36,126.005,4,58
"Clairo","Sofia",2020-10-24,2020,2020-10-24,2020,1,98,98,188386,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,4,83
"Damien","Soldier",2015-01-03,2015,2015-01-03,2015,1,74,74,223640,0.729,0.23,0,-9.882,1,0.0311,0.808,0,0.113,0.261,116.399,3,23
"Bad Bunny","Solia",2020-03-14,2020,2020-03-14,2020,1,94,94,159282,0.71,0.81,2,-5.507,1,0.0854,0.117,0.000132,0.154,0.184,92.041,4,72
"Bad Bunny","Solo de Mi",2019-01-12,2019,2019-01-12,2019,1,93,93,197967,0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-05,0.0778,0.15,179.972,4,76
"Clean Bandit Featuring Demi Lovato","Solo",2018-07-07,2018,2018-10-06,2018,13,58,99,222653,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,4,81
"Frank Ocean","Solo",2016-09-10,2016,2016-09-10,2016,1,96,96,257380,0.444,0.287,5,-10.631,0,0.0375,0.849,2.82e-06,0.161,0.246,124.027,4,70
"Lunay, Daddy Yankee & Bad Bunny","Soltera",2019-05-25,2019,2019-09-14,2019,17,66,100,266086,0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.8,92.016,4,86
"Lunay, Daddy Yankee & Bad Bunny","Soltera",2019-05-25,2019,2019-09-14,2019,17,66,100,266086,0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.8,92.016,4,87
"Jameson Rodgers","Some Girls",2020-08-22,2020,2021-01-16,2021,17,29,93,184893,0.429,0.831,8,-5.108,1,0.0473,0.0781,0,0.312,0.348,167.984,4,68
"G-Eazy Featuring Marc E. Bassy","Some Kind Of Drug",2017-02-18,2017,2017-03-04,2017,3,97,100,222466,0.586,0.525,0,-8.968,1,0.498,0.0705,0,0.0729,0.491,126.51,4,71
"Eric Church","Some Of It",2019-06-08,2019,2019-08-31,2019,13,43,91,195146,0.56,0.736,0,-7.306,1,0.0446,0.341,9.81e-06,0.155,0.824,79.843,4,67
"Eric Church","Some Of It",2019-06-08,2019,2019-08-31,2019,13,43,91,195146,0.56,0.736,0,-7.306,1,0.0446,0.341,9.81e-06,0.155,0.824,79.843,4,68
"Justin Moore","Somebody Else Will",2017-06-24,2017,2017-09-23,2017,13,59,98,165173,0.488,0.744,2,-4.284,0,0.131,0.0353,0,0.0952,0.59,180.007,4,59
"Tenille Arts","Somebody Like That",2021-01-30,2021,2021-05-15,2021,16,50,97,198208,0.574,0.798,6,-5.356,1,0.0485,0.0152,0,0.111,0.58,105.034,4,75
"Jordan Smith","Somebody To Love",2015-12-26,2015,2016-01-02,2016,2,21,99,216213,0.487,0.853,8,-3.95,1,0.0481,0.106,0,0.168,0.393,111.019,3,40
"Internet Money, Lil Tecca & A Boogie Wit da Hoodie","Somebody",2019-11-02,2019,2019-11-23,2019,4,96,100,174333,0.63,0.671,6,-6.659,0,0.256,0.363,0,0.113,0.333,89.921,4,83
"Justin Bieber","Somebody",2021-04-03,2021,2021-04-03,2021,1,91,91,179414,0.551,0.756,2,-7.679,1,0.045,0.000284,9.48e-05,0.118,0.359,75.991,4,73
"Natalie La Rose Featuring Jeremih","Somebody",2015-02-07,2015,2015-08-01,2015,26,10,94,189906,0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,4,66
"Lewis Capaldi","Someone You Loved",2019-05-25,2019,2020-05-30,2020,54,1,85,182160,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4,95
"Lewis Capaldi","Someone You Loved",2019-05-25,2019,2020-05-30,2020,54,1,85,182160,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4,96
"Bryson Tiller","Somethin Tells Me",2017-06-17,2017,2017-06-17,2017,1,74,74,194266,0.735,0.588,5,-7.197,0,0.226,0.0356,0,0.107,0.434,90.002,4,61
"Shawn Mendes","Something Big",2014-11-22,2014,2015-01-17,2015,3,80,92,161440,0.694,0.854,7,-3.891,0,0.043,0.00614,0,0.158,0.803,112.007,4,60
"Carrie Underwood","Something In The Water",2014-10-18,2014,2015-02-28,2015,20,24,79,238173,0.451,0.893,7,-2.721,1,0.0627,0.0243,0,0.0813,0.0971,139.763,4,58
"Ellie Goulding","Something In The Way You Move",2016-02-13,2016,2016-04-16,2016,10,43,96,227423,0.658,0.814,1,-6.157,0,0.0493,0.0398,0,0.114,0.316,109.004,4,54
"The Chainsmokers & Coldplay","Something Just Like This",2017-03-11,2017,2017-12-02,2017,39,3,56,247160,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,4,84
"Wiz Khalifa Featuring Ty Dolla $ign","Something New",2017-09-02,2017,2017-09-02,2017,1,92,92,200773,0.814,0.635,7,-6.609,0,0.0809,0.0935,0,0.0892,0.784,87.581,4,62
"Zendaya Featuring Chris Brown","Something New",2016-03-26,2016,2016-04-09,2016,3,93,97,212906,0.686,0.766,4,-4.829,0,0.0417,0.0995,0,0.0731,0.352,101.984,4,57
"Pop Smoke","Something Special",2020-07-18,2020,2020-08-29,2020,7,41,98,158466,0.739,0.616,7,-6.963,0,0.0338,0.252,1.93e-06,0.101,0.654,91.071,4,74
"Keith Urban","Somewhere In My Car",2014-09-13,2014,2015-01-24,2015,20,49,91,195973,0.584,0.866,10,-5.511,1,0.0419,0.00535,2.92e-05,0.0858,0.499,118.005,4,59
"Dierks Bentley","Somewhere On A Beach",2016-02-13,2016,2016-07-02,2016,20,35,100,197120,0.573,0.635,7,-6.621,1,0.0275,0.000598,0,0.0845,0.447,144.031,4,69
"Old Dominion","Song For Another Time",2016-10-15,2016,2017-02-11,2017,18,59,96,191826,0.497,0.805,11,-3.995,1,0.0332,0.125,0,0.167,0.696,166.048,4,66
"Bryson Tiller","Sorry Not Sorry",2016-01-02,2016,2016-04-09,2016,15,67,99,200760,0.664,0.608,1,-6.093,1,0.214,0.0477,0,0.225,0.262,97.933,4,66
"Demi Lovato","Sorry Not Sorry",2017-07-29,2017,2018-03-24,2018,35,6,52,203760,0.705,0.64,11,-6.928,0,0.225,0.0237,0,0.262,0.887,144.077,4,81
"Beyonce","Sorry",2016-05-14,2016,2016-09-24,2016,20,11,68,232560,0.775,0.598,2,-7.274,1,0.0535,0.00175,4.44e-06,0.253,0.356,129.988,4,74
"Justin Bieber","Sorry",2015-11-14,2015,2016-08-27,2016,42,1,50,200786,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,4,80
"Rick Ross Featuring Chris Brown","Sorry",2015-12-26,2015,2015-12-26,2015,1,97,97,330506,0.616,0.641,8,-7.275,0,0.0938,0.139,0,0.0958,0.68,82.73,4,55
"Avicii Featuring Aloe Blacc","SOS",2019-04-27,2019,2019-05-25,2019,4,68,99,157202,0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,4,85
"Rod Wave","SoulFly",2021-04-10,2021,2021-04-10,2021,1,55,55,188969,0.498,0.517,6,-11.403,0,0.262,0.211,0,0.339,0.405,109.716,5,67
"Ed Sheeran Featuring Camila Cabello & Cardi B","South Of The Border",2019-07-27,2019,2020-03-07,2020,12,49,100,204466,0.857,0.621,9,-6.376,0,0.0824,0.148,0,0.0865,0.668,97.986,4,92
"Carrie Underwood","Southbound",2019-07-27,2019,2019-10-19,2019,13,64,96,202853,0.614,0.884,0,-4.019,1,0.0402,0.00122,0,0.077,0.721,100.531,4,68
"Lil Baby","Southside",2018-06-02,2018,2018-06-02,2018,1,79,79,173437,0.811,0.646,8,-4.902,0,0.257,0.00271,0,0.191,0.386,77.555,4,63
"Metro Boomin Featuring Gunna","Space Cadet",2018-11-17,2018,2019-01-26,2019,6,51,91,203266,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,4,81
"David Bowie","Space Oddity",1973-01-27,1973,2016-01-30,2016,15,15,71,318813,0.299,0.443,0,-12.621,1,0.0346,0.0748,0.000138,0.177,0.434,139.539,4,74
"Hilary Duff","Sparks",2015-07-04,2015,2015-07-04,2015,1,93,93,185920,0.847,0.882,11,-4.536,0,0.0551,0.0416,0.000201,0.103,0.793,122.013,4,54
"Tim McGraw & Faith Hill","Speak To A Girl",2017-04-15,2017,2017-04-22,2017,2,61,70,232160,0.466,0.504,1,-7.456,1,0.0396,0.641,0,0.226,0.222,151.719,3,55
"Dan + Shay","Speechless",2018-09-22,2018,2019-10-05,2019,40,24,95,213386,0.616,0.438,1,-5.968,1,0.0298,0.356,0,0.24,0.386,135.929,4,79
"Dan + Shay","Speechless",2018-09-22,2018,2019-10-05,2019,40,24,95,213386,0.616,0.438,1,-5.968,1,0.0298,0.356,0,0.24,0.386,135.929,4,80
"Gunna","Speed It Up",2019-03-09,2019,2019-03-09,2019,1,91,91,179021,0.912,0.587,7,-7.395,1,0.0582,0.0394,0.01,0.111,0.435,143.027,4,66
"Ty Dolla $ign Featuring Post Malone","Spicy",2020-11-07,2020,2020-11-07,2020,1,53,53,143375,0.782,0.51,4,-5.724,0,0.0419,0.143,0,0.115,0.118,99.993,4,82
