District,School,Subject,2018%,2019%,2022%,2023%
Buncombe County Schools,Barnardsville Elementary,Reading Grade 3-8,67.3,52.2,43.1,53.7
Buncombe County Schools,Barnardsville Elementary,Math Grade 3-8,69.2,56.7,56.9,70.7
Buncombe County Schools,Black Mountain Elementary,Reading Grade 3-8,61.2,62.7,61.1,57.9
Buncombe County Schools,Black Mountain Elementary,Math Grade 3-8,67.1,58.1,58.4,61.4
Buncombe County Schools,Black Mountain Elementary,Science Grade 5&8,77.5,83.2,74.3,73.6
Buncombe County Schools,Black Mountain Primary,Reading Grade 3-8,67.3,62.3,47.4,52
Buncombe County Schools,Black Mountain Primary,Math Grade 3-8,78.8,62.3,55.1,60
Buncombe County Schools,Early College,Biology,84.2,76.3,67.2,69.4
Buncombe County Schools,Early College,English II,93.1,88.3,97.5,82.8
Buncombe County Schools,Candler Elementary,Reading Grade 3-8,57.5,51.4,44.3,46.2
Buncombe County Schools,Candler Elementary,Math Grade 3-8,58.6,48.6,56.4,63.4
Buncombe County Schools,Cane Creek Middle,Reading Grade 3-8,71.9,70.4,61.6,67.1
Buncombe County Schools,Cane Creek Middle,Math Grade 3-8,67.7,69.6,65.4,72.8
Buncombe County Schools,Cane Creek Middle,Science Grade 5&8,88.4,88.3,83.8,81.3
Buncombe County Schools,Bell Elementary,Reading Grade 3-8,55.4,57.8,61,56.6
Buncombe County Schools,Bell Elementary,Math Grade 3-8,65.6,58.4,61,60.4
Buncombe County Schools,Bell Elementary,Science Grade 5&8,65.1,77,78.8,66.7
Buncombe County Schools,Owen High,Biology,83.2,69,60.5,69.7
Buncombe County Schools,Owen High,English II,65,68.2,68.9,54.4
Buncombe County Schools,Owen Middle,Reading Grade 3-8,63.3,56.2,41.9,43.8
Buncombe County Schools,Owen Middle,Math Grade 3-8,53.7,57.4,38.3,36.7
Buncombe County Schools,Owen Middle,Science Grade 5&8,78,82.5,76.4,72.4
Buncombe County Schools,Erwin High,Biology,54.8,56.8,40.1,46.4
Buncombe County Schools,Erwin High,English II,45.5,49.8,48.9,42.8
Buncombe County Schools,Erwin Middle,Reading Grade 3-8,43,43.9,39,37.5
Buncombe County Schools,Erwin Middle,Math Grade 3-8,39.5,45.2,35.9,38.2
Buncombe County Schools,Erwin Middle,Science Grade 5&8,71.5,66.6,67.9,66.7
Buncombe County Schools,Emma Elementary,Reading Grade 3-8,46.8,43.4,32,37
Buncombe County Schools,Emma Elementary,Math Grade 3-8,56.5,51.9,41.6,34.6
Buncombe County Schools,Enka High,Biology,67.2,68,57.3,60.5
Buncombe County Schools,Enka High,English II,58.8,65,55,64.2
Buncombe County Schools,Fairview Elementary,Reading Grade 3-8,70.9,63.5,69.7,67.6
Buncombe County Schools,Fairview Elementary,Math Grade 3-8,75.1,67.8,73.3,75.3
Buncombe County Schools,Fairview Elementary,Science Grade 5&8,89,85.6,87.3,90.2
Buncombe County Schools,Glen Arden Elementary,Reading Grade 3-8,73.3,74.5,58.7,64.6
Buncombe County Schools,Glen Arden Elementary,Math Grade 3-8,78.6,82.5,71.4,73.4
Buncombe County Schools,Haw Creek Elementary,Reading Grade 3-8,71.8,64.1,62.7,56.8
Buncombe County Schools,Haw Creek Elementary,Math Grade 3-8,75.7,64.1,64.5,55.7
Buncombe County Schools,Haw Creek Elementary,Science Grade 5&8,86.9,79.1,75.9,64.4
Buncombe County Schools,Hominy Valley Elementary,Reading Grade 3-8,76.2,68.1,56.5,60.5
Buncombe County Schools,Hominy Valley Elementary,Math Grade 3-8,77.3,73.6,58.4,59.3
Buncombe County Schools,Johnston Elementary,Reading Grade 3-8,31.9,30.2,19.4,21.1
Buncombe County Schools,Johnston Elementary,Math Grade 3-8,32.2,28.3,21.5,14.5
Buncombe County Schools,Leicester Elementary,Reading Grade 3-8,59.2,58.8,38.9,53.5
Buncombe County Schools,Leicester Elementary,Math Grade 3-8,60.2,63.6,48.9,49.6
Buncombe County Schools,North Buncombe Elementary,Reading Grade 3-8,64.9,61,57.8,60.4
Buncombe County Schools,North Buncombe Elementary,Math Grade 3-8,72.6,65.6,60.9,65.1
Buncombe County Schools,North Buncombe High,Biology,73.8,68.2,66.3,68.3
Buncombe County Schools,North Buncombe High,English II,64.1,58.5,66.8,64.8
Buncombe County Schools,North Buncombe Middle,Reading Grade 3-8,61.4,64.3,60.2,58.6
Buncombe County Schools,North Buncombe Middle,Math Grade 3-8,60.7,70.6,71.7,71.4
Buncombe County Schools,North Buncombe Middle,Science Grade 5&8,77.2,83.7,90.4,85.2
Buncombe County Schools,North Windy Ridge Intermediate,Reading Grade 3-8,65.9,67,58,58.7
Buncombe County Schools,North Windy Ridge Intermediate,Math Grade 3-8,68.6,77.7,62.2,64.4
Buncombe County Schools,North Windy Ridge Intermediate,Science Grade 5&8,72.3,83.5,73.3,81.5
Buncombe County Schools,Oakley Elementary,Reading Grade 3-8,43.5,43.6,37.7,33.3
Buncombe County Schools,Oakley Elementary,Math Grade 3-8,43.9,39,39.7,36.3
Buncombe County Schools,Oakley Elementary,Science Grade 5&8,57.3,56.3,44.9,45.9
Buncombe County Schools,Pisgah Elementary,Reading Grade 3-8,78.9,61.8,50,52.8
Buncombe County Schools,Pisgah Elementary,Math Grade 3-8,83.1,80.9,68.8,68.1
Buncombe County Schools,Enka Middle,Reading Grade 3-8,57.2,51.6,43.2,40.3
Buncombe County Schools,Enka Middle,Math Grade 3-8,51.1,56.2,40.5,43.9
Buncombe County Schools,Enka Middle,Science Grade 5&8,74.6,82.1,65.2,66.3
Buncombe County Schools,Sand Hill-Venable Elem,Reading Grade 3-8,58.3,54.5,41.5,42.9
Buncombe County Schools,Sand Hill-Venable Elem,Math Grade 3-8,61.9,60.2,49.1,44.4
Buncombe County Schools,Avery's Creek Elementary,Reading Grade 3-8,56.7,44.8,42.7,40.8
Buncombe County Schools,Avery's Creek Elementary,Math Grade 3-8,60.3,51.6,45.4,50.8
Buncombe County Schools,Williams Elementary,Reading Grade 3-8,55.4,50,32.9,30.4
Buncombe County Schools,Williams Elementary,Math Grade 3-8,55.8,48.7,36.4,34
Buncombe County Schools,Williams Elementary,Science Grade 5&8,65.4,74.6,51.7,48
Buncombe County Schools,Roberson High,Biology,63.2,57.8,61.8,62.6
Buncombe County Schools,Roberson High,English II,64.8,65.9,67.6,60.3
Buncombe County Schools,Valley Springs Middle,Reading Grade 3-8,66.2,57.3,52.4,54.1
Buncombe County Schools,Valley Springs Middle,Math Grade 3-8,65.3,59.2,57.5,58.5
Buncombe County Schools,Valley Springs Middle,Science Grade 5&8,83.2,78.4,74.6,73.9
Buncombe County Schools,Estes Elementary,Reading Grade 3-8,62.2,62,57.4,60.2
Buncombe County Schools,Estes Elementary,Math Grade 3-8,67.8,63.7,59.4,61.4
Buncombe County Schools,Enka Intermediate,Reading Grade 3-8,58,58.9,43.9,41.6
Buncombe County Schools,Enka Intermediate,Math Grade 3-8,54.4,58.6,52.7,47
Buncombe County Schools,Enka Intermediate,Science Grade 5&8,61.7,69.9,57.7,62.7
Buncombe County Schools,Weaverville Elementary,Reading Grade 3-8,73.6,74.1,64.1,73.7
Buncombe County Schools,Weaverville Elementary,Math Grade 3-8,73.6,74.5,73.8,78.5
Buncombe County Schools,West Buncombe Elementary,Reading Grade 3-8,67.3,61.7,56.7,59.8
Buncombe County Schools,West Buncombe Elementary,Math Grade 3-8,79.4,76.6,64.3,73.8
Buncombe County Schools,Woodfin Elementary,Reading Grade 3-8,44.8,48.1,31.3,26.7
Buncombe County Schools,Woodfin Elementary,Math Grade 3-8,48.3,53.7,31.3,40
Buncombe County Schools,Koontz Intermediate,Reading Grade 3-8,63.1,57.2,45.3,48.8
Buncombe County Schools,Koontz Intermediate,Math Grade 3-8,57.4,59.8,48.5,51.9
Buncombe County Schools,Koontz Intermediate,Science Grade 5&8,69.5,66,57.9,61
Buncombe County Schools,Eblen Intermediate,Reading Grade 3-8,49.5,47.5,32.9,30.3
Buncombe County Schools,Eblen Intermediate,Math Grade 3-8,59.3,62.3,43.3,41.4
Buncombe County Schools,Eblen Intermediate,Science Grade 5&8,64.7,60.1,54.1,45.5
Buncombe County Schools,Nesbitt Discovery Academy,Biology,97.5,97.5,97.5,97.5
Buncombe County Schools,Nesbitt Discovery Academy,English II,97.5,97.5,97.5,97.5
Asheville City Schools,Asheville High,Biology,62.3,63.3,55.6,55.3
Asheville City Schools,Asheville High,English II,72.4,73.1,68.9,70.5
Asheville City Schools,Hall Fletcher Elementary,Reading Grade 3-8,53.4,55.3,51.3,43.2
Asheville City Schools,Hall Fletcher Elementary,Math Grade 3-8,58.1,46.7,35.4,38.6
Asheville City Schools,Hall Fletcher Elementary,Science Grade 5&8,59.1,62.2,67.5,32.6
Asheville City Schools,Isaac Dickson Elementary,Reading Grade 3-8,68.7,74.7,57.2,58.7
Asheville City Schools,Isaac Dickson Elementary,Math Grade 3-8,71.9,70.1,55.3,58.2
Asheville City Schools,Isaac Dickson Elementary,Science Grade 5&8,72,71.4,67.1,61.8
Asheville City Schools,Claxton Elementary,Reading Grade 3-8,68.4,65.1,54,59
Asheville City Schools,Claxton Elementary,Math Grade 3-8,63.5,64.2,53,58.6
Asheville City Schools,Claxton Elementary,Science Grade 5&8,67.1,71.3,63.9,62.5
Asheville City Schools,Ira B Jones Elementary,Reading Grade 3-8,63.2,70.5,50.3,50.9
Asheville City Schools,Ira B Jones Elementary,Math Grade 3-8,67.1,68.2,45.8,52.7
Asheville City Schools,Ira B Jones Elementary,Science Grade 5&8,75.4,73.3,52.5,48
Asheville City Schools,Asheville Middle,Reading Grade 3-8,62.5,61.1,53.2,53.3
Asheville City Schools,Asheville Middle,Math Grade 3-8,51.1,55.9,42.8,42
Asheville City Schools,Asheville Middle,Science Grade 5&8,76.6,79.2,64.6,70.4
Asheville City Schools,Montford North Star Academy,Reading Grade 3-8,68.8,72.6,61.5,69.2
Asheville City Schools,Montford North Star Academy,Math Grade 3-8,48.1,65.1,55,56.6
Asheville City Schools,School of Inquiry and Life Sciences,Biology,83.8,79.6,65.1,61.5
Asheville City Schools,School of Inquiry and Life Sciences,English II,80.2,91.3,88.1,85.2
Burke County Schools,Hallyburton Academy,Reading Grade 3-8,20.8,18.2,8.1,2.5
Burke County Schools,Hallyburton Academy,Math Grade 3-8,8,18.2,5.4,6.1
Burke County Schools,Hallyburton Academy,Biology,15.8,2.5,16.7,12.8
Burke County Schools,Hallyburton Academy,English II,23.1,20.7,9.1,17.6
Burke County Schools,Drexel Elementary,Reading Grade 3-8,60.2,66.5,51.2,58.1
Burke County Schools,Drexel Elementary,Math Grade 3-8,69.1,73.6,69.2,75.2
Burke County Schools,Drexel Elementary,Science Grade 5&8,83.1,93.2,83.9,79.5
Burke County Schools,East Burke High,Biology,70.9,68.3,57.1,65
Burke County Schools,East Burke High,English II,70,64,57.1,60.4
Burke County Schools,East Burke Middle,Reading Grade 3-8,62.6,63.7,54.8,50.7
Burke County Schools,East Burke Middle,Math Grade 3-8,55.2,60.5,58.4,58.8
Burke County Schools,East Burke Middle,Science Grade 5&8,89.1,90.5,83.1,85.9
Burke County Schools,Forest Hill Elementary,Reading Grade 3-8,50.9,53.9,34.6,37.9
Burke County Schools,Forest Hill Elementary,Math Grade 3-8,56.8,53.3,37.7,41.7
Burke County Schools,Forest Hill Elementary,Science Grade 5&8,73.4,73.8,51,54.5
Burke County Schools,Freedom High,Biology,60.6,56.8,38.7,58.9
Burke County Schools,Freedom High,English II,60.3,59.2,53.4,53.7
Burke County Schools,George Hildebrand Elementary,Reading Grade 3-8,68.5,62.3,49.7,57.6
Burke County Schools,George Hildebrand Elementary,Math Grade 3-8,61.3,61.7,59.2,65.4
Burke County Schools,George Hildebrand Elementary,Science Grade 5&8,90,87,84.4,75.9
Burke County Schools,Glen Alpine Elementary,Reading Grade 3-8,52.5,57.4,51.5,52.1
Burke County Schools,Glen Alpine Elementary,Math Grade 3-8,56.1,59.9,63,66.9
Burke County Schools,Glen Alpine Elementary,Science Grade 5&8,70.8,84.4,73.1,76.9
Burke County Schools,Heritage Middle,Reading Grade 3-8,66.2,65.3,60.9,62.7
Burke County Schools,Heritage Middle,Math Grade 3-8,59.2,68.9,63.3,67
Burke County Schools,Heritage Middle,Science Grade 5&8,86.7,92.7,85.8,83
Burke County Schools,Hildebran Elementary,Reading Grade 3-8,54.4,57.7,44.7,54.5
Burke County Schools,Hildebran Elementary,Math Grade 3-8,60.2,64,47.6,66.2
Burke County Schools,Hildebran Elementary,Science Grade 5&8,76.8,74.1,48.3,83.9
Burke County Schools,Hillcrest Elementary,Reading Grade 3-8,33.9,42.7,24.5,32.6
Burke County Schools,Hillcrest Elementary,Math Grade 3-8,45.6,55.6,32.9,38.6
Burke County Schools,Hillcrest Elementary,Science Grade 5&8,53.7,70.2,42,59.6
Burke County Schools,Icard Elementary,Reading Grade 3-8,70.3,69.2,56.5,55.6
Burke County Schools,Icard Elementary,Math Grade 3-8,67.6,72.6,67.5,64.1
Burke County Schools,Icard Elementary,Science Grade 5&8,93.9,82.7,60,73
Burke County Schools,Jimmy C Draughn High School,Biology,58.6,76.3,67.6,61.6
Burke County Schools,Jimmy C Draughn High School,English II,70.7,58.8,63.3,64.9
Burke County Schools,Liberty Middle,Reading Grade 3-8,68.2,67.5,59.1,61.8
Burke County Schools,Liberty Middle,Math Grade 3-8,53.3,58.5,51.8,66.6
Burke County Schools,Liberty Middle,Science Grade 5&8,80.9,85.6,83.8,85.8
Burke County Schools,North Liberty,Reading Grade 3-8,38.7,16,2.5,8.7
Burke County Schools,North Liberty,Math Grade 3-8,16.1,36,11.8,21.7
Burke County Schools,Mull Elementary,Reading Grade 3-8,51.7,55,56.3,59.7
Burke County Schools,Mull Elementary,Math Grade 3-8,59.1,53,57.9,64.3
Burke County Schools,Mull Elementary,Science Grade 5&8,79.1,85.1,89.2,89.5
Burke County Schools,Oak Hill Elementary,Reading Grade 3-8,53,54.5,44.3,43.2
Burke County Schools,Oak Hill Elementary,Math Grade 3-8,58.6,51.2,49.7,46.3
Burke County Schools,Oak Hill Elementary,Science Grade 5&8,85.2,87.5,68.5,67.7
Burke County Schools,Ray Childers Elementary,Reading Grade 3-8,62.6,58.1,43.9,49
Burke County Schools,Ray Childers Elementary,Math Grade 3-8,71,65.3,51.9,61.9
Burke County Schools,Ray Childers Elementary,Science Grade 5&8,79.1,79.8,52.9,66.7
Burke County Schools,Robert L. Patton High School,Biology,51.2,64.6,63.1,57.9
Burke County Schools,Robert L. Patton High School,English II,52.9,65.8,59.4,66.5
Burke County Schools,Salem Elementary,Reading Grade 3-8,66.2,69.9,54.4,53.7
Burke County Schools,Salem Elementary,Math Grade 3-8,70.9,67.7,69.4,77.1
Burke County Schools,Salem Elementary,Science Grade 5&8,80.2,92.1,78.1,80.8
Burke County Schools,Table Rock Middle,Reading Grade 3-8,58.8,55.1,46.5,37.6
Burke County Schools,Table Rock Middle,Math Grade 3-8,56.6,65,46.9,42.1
Burke County Schools,Table Rock Middle,Science Grade 5&8,85.2,78.2,80.4,65.7
Burke County Schools,Valdese Elementary,Reading Grade 3-8,63.3,67.9,54.1,54.5
Burke County Schools,Valdese Elementary,Math Grade 3-8,70.5,71.1,53.3,63.4
Burke County Schools,Valdese Elementary,Science Grade 5&8,74.7,84.2,75.3,76.7
Burke County Schools,W A Young Elementary,Reading Grade 3-8,52.6,45.1,51.7,43.5
Burke County Schools,W A Young Elementary,Math Grade 3-8,57.8,53,57.1,64.1
Burke County Schools,W A Young Elementary,Science Grade 5&8,78.6,77.3,54.9,78.7
Burke County Schools,Walter R Johnson Middle,Reading Grade 3-8,55,51,34.4,34.4
Burke County Schools,Walter R Johnson Middle,Math Grade 3-8,53.9,52.3,31.2,34.9
Burke County Schools,Walter R Johnson Middle,Science Grade 5&8,75.2,70.3,62.1,63.9
Cabarrus County Schools,A T Allen Elementary,Reading Grade 3-8,52.4,53.7,40.1,46.6
Cabarrus County Schools,A T Allen Elementary,Math Grade 3-8,63.9,67.7,45,53.7
Cabarrus County Schools,A T Allen Elementary,Science Grade 5&8,80.8,80.9,63.8,59.4
Cabarrus County Schools,Cox Mill High School,Biology,83.8,84.9,84.4,80.1
Cabarrus County Schools,Cox Mill High School,English II,80.1,79.4,82.4,80.5
Cabarrus County Schools,Bethel Elementary,Reading Grade 3-8,53.1,59.8,50.7,55.4
Cabarrus County Schools,Bethel Elementary,Math Grade 3-8,50.8,61.1,57.7,62.9
Cabarrus County Schools,Bethel Elementary,Science Grade 5&8,55.6,74.8,70.7,79.8
Cabarrus County Schools,Beverly Hills Elementary,Reading Grade 3-8,47,54.4,52.9,51.6
Cabarrus County Schools,Beverly Hills Elementary,Math Grade 3-8,56.9,63.2,66.9,64.1
Cabarrus County Schools,Beverly Hills Elementary,Science Grade 5&8,63.1,85.1,84.3,83
Cabarrus County Schools,Central Cabarrus High,Biology,51.9,50.1,48.8,45.7
Cabarrus County Schools,Central Cabarrus High,English II,56.4,58.8,61.4,56.8
Cabarrus County Schools,Coltrane-Webb Elementary,Reading Grade 3-8,57.8,60.6,58.9,62.1
Cabarrus County Schools,Coltrane-Webb Elementary,Math Grade 3-8,64.1,63,68.2,70.2
Cabarrus County Schools,Coltrane-Webb Elementary,Science Grade 5&8,64.7,67.5,78.5,88.1
Cabarrus County Schools,Harrisburg Elementary,Reading Grade 3-8,74.1,74.6,68.3,65.3
Cabarrus County Schools,Harrisburg Elementary,Math Grade 3-8,81,80.6,75.6,69.4
Cabarrus County Schools,Harrisburg Elementary,Science Grade 5&8,85.4,90.5,86.5,73.5
Cabarrus County Schools,Concord Middle,Reading Grade 3-8,40.5,38.3,30.5,36.1
Cabarrus County Schools,Concord Middle,Math Grade 3-8,31.8,33.9,29.6,26.5
Cabarrus County Schools,Concord Middle,Science Grade 5&8,72.3,64,63.8,53.1
Cabarrus County Schools,Concord High,Biology,47.8,40.2,33.3,32.3
Cabarrus County Schools,Concord High,English II,50.5,52.5,40.4,46.6
Cabarrus County Schools,J N Fries Magnet School,Reading Grade 3-8,79.8,78.4,62.6,64.8
Cabarrus County Schools,J N Fries Magnet School,Math Grade 3-8,69.2,73.3,61.9,63.4
Cabarrus County Schools,J N Fries Magnet School,Science Grade 5&8,97.5,93.5,83,72.5
Cabarrus County Schools,Jay M Robinson High,Biology,53.2,57.8,44.5,47.9
Cabarrus County Schools,Jay M Robinson High,English II,52.6,53.7,55.9,56.1
Cabarrus County Schools,Cabarrus Co Opportunity School,Reading Grade 3-8,11.3,18.9,6.1,19
Cabarrus County Schools,Cabarrus Co Opportunity School,Math Grade 3-8,5.7,17,2.5,11.9
Cabarrus County Schools,Cabarrus Co Opportunity School,Science Grade 5&8,18.2,45,33.3,20
Cabarrus County Schools,Cabarrus Co Opportunity School,English II,12.9,37,9.1,13.3
Cabarrus County Schools,C C Griffin Middle,Reading Grade 3-8,51.2,55.2,46.5,46.9
Cabarrus County Schools,C C Griffin Middle,Math Grade 3-8,45.2,54.4,44.9,45.6
Cabarrus County Schools,C C Griffin Middle,Science Grade 5&8,75.5,80.8,71.7,66.1
Cabarrus County Schools,Cox Mill Elementary,Reading Grade 3-8,77.5,83.9,80.3,82.6
Cabarrus County Schools,Cox Mill Elementary,Math Grade 3-8,86.4,87.4,90.6,91.9
Cabarrus County Schools,Cox Mill Elementary,Science Grade 5&8,84,91.3,94.1,90.2
Cabarrus County Schools,Harris Road Middle,Reading Grade 3-8,77.4,79.7,79.6,79.9
Cabarrus County Schools,Harris Road Middle,Math Grade 3-8,72.7,82.3,81.6,84.6
Cabarrus County Schools,Harris Road Middle,Science Grade 5&8,94.6,94.9,97.5,93.5
Cabarrus County Schools,Carl A Furr Elementary,Reading Grade 3-8,48,57.5,46.8,45.8
Cabarrus County Schools,Carl A Furr Elementary,Math Grade 3-8,59.8,66.2,49.4,50.8
Cabarrus County Schools,Carl A Furr Elementary,Science Grade 5&8,65.6,76.3,59.2,53.3
Cabarrus County Schools,Mount Pleasant Elementary,Reading Grade 3-8,61.4,61.4,59.3,56.4
Cabarrus County Schools,Mount Pleasant Elementary,Math Grade 3-8,61.7,64.9,71.6,76.5
Cabarrus County Schools,Mount Pleasant Elementary,Science Grade 5&8,85.2,80.8,89.3,83.2
Cabarrus County Schools,Mount Pleasant Middle,Reading Grade 3-8,63.1,66.5,53.7,50.8
Cabarrus County Schools,Mount Pleasant Middle,Math Grade 3-8,54.7,67.6,54.4,55
Cabarrus County Schools,Mount Pleasant Middle,Science Grade 5&8,82.7,86.2,81,75.1
Cabarrus County Schools,Mount Pleasant High,Biology,56.3,63.8,57.6,58.9
Cabarrus County Schools,Mount Pleasant High,English II,57.3,53.4,57.6,60.7
Cabarrus County Schools,Charles E Boger Elementary,Reading Grade 3-8,59.1,60.2,58.9,57.2
Cabarrus County Schools,Charles E Boger Elementary,Math Grade 3-8,64.7,65.8,68.4,62.4
Cabarrus County Schools,Charles E Boger Elementary,Science Grade 5&8,73.5,76.5,72.4,66.4
Cabarrus County Schools,Northwest Cabarrus High,Biology,59,57.7,55.2,62.6
Cabarrus County Schools,Northwest Cabarrus High,English II,59,67.3,67.9,64.6
Cabarrus County Schools,Northwest Cabarrus Middle,Reading Grade 3-8,55.5,56.5,49.5,53.3
Cabarrus County Schools,Northwest Cabarrus Middle,Math Grade 3-8,46,57.2,50.1,52.9
Cabarrus County Schools,Northwest Cabarrus Middle,Science Grade 5&8,74.7,86,70.3,75.3
